ああ,嗚呼,Ah!;Oh!;Alas!
ぼこく,母国,one's homeland
ぼしゅう,募集,recruiting;taking applications
ぼっしゅう,没収,forfeited
ぼっちゃん,坊ちゃん,son (of others)
ぼつぼつ,,gradually;here and there;spots;pimples
ぼつらく,没落,ruin;fall;collapse
ぼやく,,to grumble;to complain
ぼやける,,to become dim;to become blurred
ぼろ,藍褸,rag;scrap;tattered clothes;fault (esp. in a pretense);defect;run-down or junky
ぼん,盆,Lantern Festival;Festival of the Dead;tray
ぼんち,盆地,basin (e.g. between mountains)
まあ,,you might say
まあまあ,,so-so
まい,枚,counter for flat objects (e.g. sheets of paper)
まいご,迷子,lost (stray) child
まいすう,枚数,the number of flat things
まいぞう,埋蔵,buried property;treasure trove
まいど,毎度,each time;common service-sector greeting
まいる,参る,to go;to come;to call;to visit;to visit a shrine;to be defeated;to be nonplussed;to be madly in love;to die
まう,舞う,to dance;to flutter about;to revolve
まうえ,真上,just above;right overhead
まえうり,前売り,advance sale;booking
まえおき,前置き,preface;introduction
まえもって,前もって,in advance;beforehand;previously
まかす,任す,to entrust;to leave to a person
まかす,負かす,to defeat
まかせる,任せる,1.  to entrust to another;to leave to; 2.  to do something at one's leisure
まかなう,賄う,to give board to;to provide meals;to pay
まがる,曲がる,to turn;to bend
まき,巻,volume
まぎらわしい,紛らわしい,confusing;misleading;equivocal;ambiguous
まぎれる,紛れる,to be diverted;to slip into
まく,膜,membrane;film
まく,巻く,to wind;to coil;to roll
まく,蒔く,to sow (seeds)
まく,撒く,to scatter;to sprinkle;to sow
まくら,枕,pillow;bolster
まくる,捲る,verb suffix to indicate reckless abandon to the activity
まけ,負け,defeat;loss;losing (a game)
まける,負ける,to lose;to be defeated
まげる,曲げる,to bend;to crook;to lean
まこころ,真心,sincerity;devotion
まこと,誠,truth;faith;fidelity;sincerity;trust;confidence;reliance;devotion
まことに,真に,truly;actually;really
まご,孫,grandchild
まごつく,,to be confused;to be flustered
まごまご,,confused
まさか,,Never!;Well  I never!;You don't say!
まさしく,正しく,surely;no doubt;evidently
まさつ,摩擦,friction;rubbing;rubdown;chafe
まさに,正に,correctly;surely
まさる,勝る,to excel;to surpass;to outrival
まざる,混ざる,to be mixed;to be blended with;to associate with;to mingle with;to join
まざる,交ざる,to be mixed;to be blended with;to associate with;to mingle with;to join
まし,増し,extra;additional;less objectionable;better;preferable
ました,真下,right under;directly below
まして,況して,still more;still less (with neg. verb);to say nothing of;not to mention
まじえる,交える,to mix;to converse with;to cross (swords)
まじる,混じる,to be mixed;to be blended with;to associate with;to mingle with;to interest;to join
まじる,交じる,to be mixed;to be blended with;to associate with;to mingle with;to interest;to join
まじわる,交わる,to cross;to intersect;to associate with;to mingle with;to interest;to join
ます,増す,to increase;to grow
ますい,麻酔,anaesthesia
ますます,益々,increasingly;more and more
まず,先ず,first (of all);to start with;about;almost;hardly (with neg. verb);anyway;well;now
まずい,不味い,unappetising;unpleasant (taste  appearance  situation);ugly;unskilful;awkward;bungling;unwise;untimely
まずしい,貧しい,poor
まぜる,混ぜる,to mix;to stir
まぜる,交ぜる,to be mixed;to be blended with
また,股,groin;crotch;thigh
また,又,again;and
またがる,跨がる,to extend over or into;to straddle
またぐ,跨ぐ,to straddle
またたき,瞬き,wink;twinkling (of stars);flicker (of light)
または,又は,or;otherwise
まだ,未だ,yet;still;more;besides
まち,町,town;street;road
まちあいしつ,待合室,waiting room
まちあわせ,待ち合わせ,appointment
まちあわせる,待ち合わせる,to rendezvous;to meet at a prearranged place and time
まちかど,街角,street corner
まちがい,間違い,mistake
まちがう,間違う,to make a mistake;to be incorrect;to be mistaken
まちがえる,間違える,to err;to make a mistake
まちどおしい,待ち遠しい,looking forward to
まちのぞむ,待ち望む,to look anxiously for;to wait eagerly for
まちまち,区々,1.  several;various;divergent;conflicting;different;diverse; 2.  trivial
まっか,真っ赤,deep red;flushed (of face)
まっき,末期,closing years (period  days);last stage
まっくら,真っ暗,total darkness;shortsightedness;pitch dark
まっくろ,真っ黒,pitch black
まっさお,真っ青,deep blue;ghastly pale
まっさき,真っ先,the head;the foremost;beginning
まっしろ,真っ白,pure white
まっすぐ,真っ直ぐ,straight (ahead);direct;upright;erect;honest;frank
まったく,全く,really;truly;entirely;completely;wholly;perfectly;indeed
まっぷたつ,真っ二つ,in two equal parts
まつ,待つ,to wait
まつ,松,pine tree;highest (of a three-tier ranking system)
まつり,祭,festival;feast
まつる,祭る,to deify;to enshrine
まと,的,mark;target
まとまり,纏まり,conclusion;settlement;consistency
まとまる,纏まる,to be collected;to be settled;to be in order
まとめ,纏め,settlement;conclusion
まとめる,纏める,to put in order;to collect;to bring to a conclusion
まど,窓,window
まどぐち,窓口,ticket window
まなぶ,学ぶ,to study in depth
まにあう,間に合う,to be in time for
まぬかれる,免れる,to escape from;to be rescued from;to avoid;to evade;to avert;to elude;to be exempted;to be relieved from pain;to get rid of
まね,真似,mimicry;imitation;behavior;pretense
まねき,招き,invitation
まねく,招く,to invite
まねる,真似る,to mimic;to imitate
まひ,麻痺,paralysis;palsy;numbness;stupor
まぶしい,眩しい,dazzling;radiant
まぶた,目蓋,eyelid
まま,間々,occasionally;frequently
まめ,豆,beans;peas
まもなく,間もなく,soon;before long;in a short time
まもる,守る,to protect;to obey;to guard;to abide (by the rules)
まゆ,眉,eyebrow
まよう,迷う,to be puzzled;to be perplexed;to lose one's way
まり,鞠,ball
まる,丸,circle;full (month);perfection;purity;suffix for ship names
まるい,丸い,round;circular;spherical
まるごと,丸ごと,in its entirety;whole;wholly
まるっきり,丸っきり,completely;perfectly;just as if
まるで,丸で,quite;entirely;completely;at all;as if;as though;so to speak
まるまる,丸々,completely
まるめる,丸める,to make round;to round off;to roll up;to curl up;to seduce;to cajole;to explain away
まれ,稀,rare
まわす,回す,to turn;to revolve
まわり,回り,circumference;surroundings;circulation
まわりみち,回り道,detour
まわる,回る,to turn;to revolve;to visit several places
まんいん,満員,full house;no vacancy;sold out;standing room only;full (of people);crowded
まんが,漫画,comic;cartoon
まんげつ,満月,full moon
まんじょう,満場,unanimous;whole audience
まんぞく,満足,satisfaction
まんてん,満点,perfect score
まんなか,真ん中,middle;centre;mid-way
まんねんひつ,万年筆,fountain pen
まんまえ,真ん前,right in front;under the nose
まんまるい,真ん丸い,perfectly circular
み,身,body;main part;oneself;sword
み,三,(num) three
みあい,見合い,formal marriage interview
みあげる,見上げる,to look up at;to raise one's eyes;to admire
みあわせる,見合わせる,to exchange glances;to postpone;to suspend operations;to refrain from performing an action
みえる,見える,to be seen;to be in sight;to look;to seem;to appear
みおくり,見送り,seeing one off;farewell;escort
みおくる,見送る,1.  to see off;to farewell; 2.  to escort; 3.  to let pass;to wait and see; 4.  to let a pitch go by (baseball);to watch a batted ball go into the stands
みおとす,見落とす,to overlook;to fail to notice
みおろす,見下ろす,to overlook;to command a view of;to look down on something
みかい,未開,savage land;backward region;uncivilized
みかく,味覚,taste;palate;sense of taste
みかけ,見掛け,outward appearance
みかける,見掛ける,to (happen to) see;to notice;to catch sight of
みかずき,三日月,new moon;crescent moon
みかた,見方,viewpoint
みかた,味方,friend;ally;supporter
みがく,磨く,to polish;to shine;to brush;to refine;to improve
みぎ,右,right hand side
みぐるしい,見苦しい,unsightly;ugly
みこみ,見込み,hope;prospects;expectation
みこん,未婚,unmarried
みごと,見事,splendid;magnificent;beautiful;admirable
みさき,岬,cape (on coast)
みじかい,短い,short
みじめ,惨め,miserable
みじゅく,未熟,inexperience;unripeness;raw;unskilled;immature;inexperienced
みじん,微塵,particle;atom
みすぼらしい,見すぼらしい,shabby;seedy
みず,水,water
みずうみ,湖,lake
みずから,自ら,for one's self;personally
みずぎ,水着,bathing suit (woman's)
みせびらかす,見せびらかす,to show off;to flaunt
みせもの,見せ物,show;exhibition
みせや,店屋,store;shop
みせる,見せる,to show;to display
みそ,味噌,miso;bean paste;key (main) point
みたす,満たす,to satisfy;to ingratiate;to fill;to fulfill
みだし,見出し,heading;caption;subtitle;index
みだす,乱す,to throw out of order;to disarrange;to disturb
みだれる,乱れる,to get confused;to be disordered;to be disturbed
みち,未知,not yet known
みち,道,road;street;way;method
みちじゅん,道順,itinerary;route
みちびく,導く,to be guided;to be shown
みちる,満ちる,to be full;to rise (tide);to mature;to expire
みぢか,身近,near oneself;close to one;familiar
みっか,三日,three days;the third day (of the month)
みっしゅう,密集,crowd;close formation;dense
みっせつ,密接,related;connected;close;intimate
みっつ,三つ,three
みっともない,見っともない,shameful;indecent
みつ,蜜,nectar;honey
みつかる,見付かる,to be found;to be discovered
みつける,見付ける,to be familiar;to discover;to find fault;to detect;to find out;to locate
みつど,密度,density
みつめる,見詰める,to stare at;to gaze at;to look hard at;to watch intently;to fix one's eyes on
みつもり,見積り,estimation;quotation
みてい,未定,not yet fixed;undecided;pending
みとおし,見通し,perspective;unobstructed view;outlook;forecast;prospect;insight
みどり,緑,greenery
みな,皆,all;everyone;everybody
みなおす,見直す,to look again;to get a better opinion of
みなと,港,harbour;port
みなもと,源,source;origin
みならう,見習う,to follow another's example
みなり,身なり,personal appearance
みなれる,見慣れる,to become used to seeing;to be familiar with
みにくい,醜い,ugly
みね,峰,peak;ridge
みのうえ,身の上,one's future;one's welfare;one's personal history
みのがす,見逃す,to miss;to overlook;to leave at large
みのまわり,身の回り,one's personal appearance;personal belongings
みのる,実る,to bear fruit;to ripen
みはからう,見計らう,to choose at one's own discretion
みはらし,見晴らし,view
みぶり,身振り,gesture
みぶん,身分,social position;social status
みほん,見本,sample
みまい,見舞,enquiry;expression of sympathy;expression of concern
みまう,見舞う,to ask after (health);to visit
みまん,未満,less than;insufficient
みみ,耳,ear
みゃく,脈,pulse
みょう,妙,strange;unusual
みょうじ,名字,surname;family name
みらい,未来,future (life  tense)
みりょく,魅力,charm;fascination;glamour
みる,見る,to see;to watch
みる,診る,to examine
みれん,未練,lingering affection;attachment;regret(s);reluctance
みわたす,見渡す,to look out over;to survey (scene);to take an extensive view of
みんかん,民間,private;civilian;civil;popular;folk;unofficial
みんしゅ,民主,democratic;the head of the nation
みんしゅく,民宿,private home providing lodging for travelers
みんぞく,民族,people;race;nation;racial customs;folk customs
みんぞく,民俗,people;race;nation;racial customs;folk customs
みんよう,民謡,folk song;popular song
む,六,(num) six
むいか,六日,six days;sixth (day of month)
むいみ,無意味,nonsense;no meaning
むかい,向かい,facing;opposite;across the street;other side
むかう,向かう,to face;to go towards
むかえ,迎え,meeting;person sent to pick up an arrival
むかえる,迎える,to go out to meet;to accept as a member of a group or family
